Nombres,Id,Géneros,Fecha en la que se añadió,Estación,Género General
Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2023-12-05 14:32:29+00:00,Invierno,Pop
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2023-12-05 14:32:43+00:00,Invierno,Pop
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,"['boy band', 'dance pop', 'pop']",2023-12-05 14:32:50+00:00,Invierno,Pop
Wheatus,4mYFgEjpQT4IKOrjOUKyXu,['pop rock'],2023-12-05 14:32:59+00:00,Invierno,Otros
LeAnn Rimes,2d3VHzlOEwXvmBdS4pzOPL,"['country', 'country dawn', 'country road']",2023-12-05 14:33:07+00:00,Invierno,Country
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2023-12-05 14:34:26+00:00,Invierno,Pop
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['dance pop', 'pop', 'pop rap']",2023-12-05 14:34:36+00:00,Invierno,Pop
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,"['dance pop', 'pop', 'pop rap']",2023-12-05 14:34:49+00:00,Invierno,Pop
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",2023-12-05 14:34:49+00:00,Invierno,Pop
D.O.E.,4TLCPR1sMYoNU1jA7O4uww,['NA'],2023-12-05 14:34:49+00:00,Invierno,Otros
Taio Cruz,6MF9fzBmfXghAz953czmBC,"['dance pop', 'pop', 'pop rap']",2023-12-05 14:35:08+00:00,Invierno,Pop
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['dance pop', 'pop', 'pop rap']",2023-12-05 14:35:14+00:00,Invierno,Pop
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,"['dance pop', 'miami hip hop', 'pop']",2023-12-05 14:35:20+00:00,Invierno,Pop
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",2023-12-05 14:35:26+00:00,Invierno,Pop
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2023-12-05 14:35:26+00:00,Invierno,Pop
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2023-12-05 14:35:26+00:00,Invierno,Pop
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",2023-12-05 14:35:32+00:00,Invierno,Pop
Eve,4d3yvTptO48nOYTPBcPFZC,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2023-12-05 14:35:32+00:00,Invierno,Pop
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2023-12-05 14:35:38+00:00,Invierno,Hip hop
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"['neo soul', 'pop', 'r&b']",2023-12-05 14:35:38+00:00,Invierno,"Jazz, Soul & Blues"
Iyaz,5tKXB9uuebKE34yowVaU3C,"['dance pop', 'pop rap', 'post-teen pop']",2023-12-05 14:35:50+00:00,Invierno,Pop
50 Cent,3q7HBObVc0L8jNeTe5Gofh,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2023-12-05 14:36:21+00:00,Invierno,Hip hop
Olivia,5YBSzuCs7WaFKNr7Bky0Uf,['NA'],2023-12-05 14:36:21+00:00,Invierno,Otros
Klaas,25sJFKMqDENdsTF7zRXoif,['german dance'],2023-12-05 14:36:31+00:00,Invierno,Otros
Guru Josh Project,4ME85YvMUi1hdqhbind7gy,"['acid house', 'pop house']",2023-12-05 14:36:31+00:00,Invierno,Otros
Outkast,1G9G7WwrXka3Z1r7aIDjI7,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2023-12-05 14:36:38+00:00,Invierno,Hip hop
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']",2023-12-05 14:36:58+00:00,Invierno,Hip hop
Styles P,2x8KDZdSONA3872CnhaAlX,"['battle rap', 'dirty south rap', 'east coast hip hop']",2023-12-05 14:37:06+00:00,Invierno,Otros
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2023-12-05 14:37:06+00:00,Invierno,Pop
Jadakiss,5pnbUBPifNnlusY8kTBivi,"['battle rap', 'east coast hip hop', 'trap']",2023-12-05 14:37:06+00:00,Invierno,Hip hop
The Killers,0C0XlULifJtAgn6ZNCW2eu,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",2023-12-05 14:37:17+00:00,Invierno,Rock & Indie
Jamelia,3f5W9NEwkc1SAIPFuumcaf,"['bubblegum dance', 'europop', 'talent show']",2023-12-05 14:37:28+00:00,Invierno,Otros
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2023-12-05 14:37:46+00:00,Invierno,Pop
Despistaos,0QE9iXPzgSaBq34OqIZ4n2,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2023-12-05 14:37:55+00:00,Invierno,Pop
La Casa Azul,2Ynst7DZrEJnlaMM41ZCxd,"['spanish indie pop', 'tontipop']",2023-12-05 14:38:27+00:00,Invierno,Otros
Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,"['latin arena pop', 'latin pop', 'mexican pop']",2023-12-05 14:38:34+00:00,Invierno,Pop
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",2023-12-05 14:38:34+00:00,Invierno,Pop
Coti,1OUDQLymoysITxprkd0Qvj,"['spanish pop', 'spanish pop rock']",2023-12-05 14:38:34+00:00,Invierno,Pop
Los Delinquentes,38LYyZ9hZEEQeEfeYoydqd,"['carnaval cadiz', 'flamenco', 'flamenco fusion', 'pop flamenco', 'rock andaluz', 'rumba']",2023-12-05 14:38:40+00:00,Invierno,Flamenco
Pereza,6mfK6Q2tzLMEchAr0e9Uzu,"['spanish pop', 'spanish pop rock', 'spanish rock']",2023-12-05 14:38:50+00:00,Invierno,Pop
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2023-12-05 14:38:57+00:00,Invierno,Pop
Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,"['latin rock', 'spanish pop', 'spanish rock']",2023-12-05 14:39:01+00:00,Invierno,Pop
María Isabel,0oSfTqDPZq2WVyFN5iouCf,['spanish pop'],2023-12-05 14:39:11+00:00,Invierno,Pop
Christell,5H5ZQaEOmSoUTEn8IzI62V,['NA'],2023-12-05 14:39:19+00:00,Invierno,Otros
Brenda Asnicar,0E8wKk7IC4Se6Z3gS7S3Uv,['argentine telepop'],2023-12-05 14:39:37+00:00,Invierno,Otros
Hannah Montana,7nU4hB040gTmHm45YYMvqc,"['pop', 'post-teen pop']",2023-12-05 14:40:18+00:00,Invierno,Pop
Haddaway,0Suv0tRrNrUlRzAy8aXjma,"['eurodance', 'europop']",2023-12-05 14:41:31+00:00,Invierno,Otros
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",2023-12-05 14:41:35+00:00,Invierno,Pop
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,"['dance pop', 'girl group', 'pop']",2023-12-05 14:41:41+00:00,Invierno,Pop
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,"['dance pop', 'pop']",2023-12-05 14:41:46+00:00,Invierno,Pop
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,"['boy band', 'dance pop', 'pop']",2023-12-05 14:41:54+00:00,Invierno,Pop
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,"['latin pop', 'mexican pop', 'puerto rican pop']",2023-12-05 14:42:03+00:00,Invierno,Pop
Corona,26T6b8maqEVltcmE4kSDUl,"['diva house', 'eurodance', 'europop', 'hip house']",2023-12-05 14:42:09+00:00,Invierno,Otros
Eiffel 65,64rxQRJsLgZwHHyWKB8fiF,"['eurodance', 'europop', 'italian adult pop', 'italo dance']",2023-12-05 14:42:16+00:00,Invierno,Otros
Gabry Ponte,5ENS85nZShljwNgg4wFD7D,"['eurodance', 'italo dance', 'slap house']",2023-12-05 14:42:16+00:00,Invierno,Otros
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,"['pop rock', 'post-grunge']",2023-12-05 14:42:20+00:00,Invierno,Otros
Cher,72OaDtakiy6yFqkt4TsiFt,"['dance pop', 'pop']",2023-12-05 14:42:25+00:00,Invierno,Pop
Shaggy,5EvFsr3kj42KNv97ZEnqij,"['dance pop', 'pop rap', 'reggae fusion']",2023-12-05 14:42:27+00:00,Invierno,Pop
Rik Rok,67wCYxOq4A1ohAs7jWYaOJ,['reggae fusion'],2023-12-05 14:42:27+00:00,Invierno,Reggae
Shania Twain,5e4Dhzv426EvQe3aDb64jL,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",2023-12-05 14:42:52+00:00,Invierno,Country
Paradisio,0FfjCldzckJBQNsnQyMJmb,"['eurodance', 'italo dance']",2023-12-05 14:42:56+00:00,Invierno,Otros
Lou Bega,46lnlnlU0dXTDpoAUmH6Qx,['latin pop'],2023-12-05 14:43:01+00:00,Invierno,Pop
Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2023-12-05 14:43:11+00:00,Invierno,Hip hop
Queen Pen,0VbIlorLz3I5SEtIsc5vAr,"['hip pop', 'lgbtq+ hip hop']",2023-12-05 14:43:11+00:00,Invierno,Otros
Blackstreet,2P3cjUru4H3fhSXXNxE9kA,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",2023-12-05 14:43:11+00:00,Invierno,Hip hop
Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,"['reggae', 'reggae fusion']",2023-12-05 14:43:34+00:00,Invierno,Reggae
Big Mountain,0Jeckitay8SbvKwqAzWuYH,"['reggae', 'reggae fusion']",2023-12-05 14:43:38+00:00,Invierno,Reggae
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,"['boy band', 'dance pop', 'pop']",2023-12-05 14:43:43+00:00,Invierno,Pop
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,"['album rock', 'classic rock', 'hard rock', 'rock']",2023-12-05 14:43:48+00:00,Invierno,Rock & Indie
El Último De La Fila,2jMYTBTCSNYaCYy54mLc6I,"['cantautor', 'spanish new wave', 'spanish pop']",2023-12-05 14:44:44+00:00,Invierno,Pop
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,"['cantautor', 'spanish new wave', 'spanish pop']",2023-12-05 14:45:00+00:00,Invierno,Pop
Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2023-12-05 14:45:07+00:00,Invierno,Pop
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2023-12-05 14:46:45+00:00,Invierno,"Jazz, Soul & Blues"
Madonna,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",2023-12-05 14:46:54+00:00,Invierno,Pop
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2023-12-05 14:47:01+00:00,Invierno,"Jazz, Soul & Blues"
Michael Sembello,771qBvjnXOH9Azr6lKy6FB,['hi-nrg'],2023-12-05 14:47:09+00:00,Invierno,Otros
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,"['dance pop', 'pop']",2023-12-05 14:47:14+00:00,Invierno,Pop
Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']",2023-12-05 14:47:29+00:00,Invierno,Rock & Indie
AC/DC,711MCceyCBcFnzjGY4Q7Un,"['australian rock', 'hard rock', 'rock']",2023-12-05 14:47:32+00:00,Invierno,Rock & Indie
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,"['new romantic', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",2023-12-05 14:47:48+00:00,Invierno,Otros
Foreigner,6IRouO5mvvfcyxtPDKMYFN,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2023-12-05 14:48:06+00:00,Invierno,Rock & Indie
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2023-12-05 14:48:13+00:00,Invierno,Rock & Indie
Laura Branigan,4463nfFMmK1cwAWBQDwT5e,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']",2023-12-05 14:48:19+00:00,Invierno,Otros
Nena,6Tz0QRoe083BcOo2YbG9lV,"['german pop', 'new wave pop']",2023-12-05 14:48:39+00:00,Invierno,Otros
Culture Club,6kz53iCdBSqhQCZ21CoLcc,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",2023-12-05 14:48:48+00:00,Invierno,Otros
The Buggles,057gc1fxmJ2vkctjQJ7Tal,"['early synthpop', 'new wave pop', 'zolo']",2023-12-05 14:48:53+00:00,Invierno,Otros
Madonna,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",2023-12-05 14:48:57+00:00,Invierno,Pop
Kaoma,1LsXqDdYVyONhrjAORENbu,['zouk'],2023-12-05 14:49:01+00:00,Invierno,Otros
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2023-12-05 14:49:15+00:00,Invierno,Rock & Indie
Prince,5a2EaR3hamoenG9rDuVn8j,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",2023-12-05 14:49:29+00:00,Invierno,Rock & Indie
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2023-12-05 14:49:40+00:00,Invierno,Pop
Nacha Pop,1CdLG4i1rTEOsex2UE0jCH,"['cantautor', 'latin alternative', 'mexican rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",2023-12-05 14:49:44+00:00,Invierno,Pop
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,"['cantautor', 'spanish new wave', 'spanish pop']",2023-12-05 14:49:48+00:00,Invierno,Pop
Loquillo,5Fv0DQ1ZBuc2DlidtOUCZr,"['cantautor', 'rockabilly en espanol', 'spanish new wave', 'spanish pop', 'spanish rockabilly']",2023-12-05 14:49:51+00:00,Invierno,Pop
Danza Invisible,1MK9J20Op7jFgUDbLiy6m2,"['spanish new wave', 'spanish pop']",2023-12-05 14:49:57+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2023-12-05 14:50:01+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2023-12-05 14:50:09+00:00,Invierno,Pop
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2023-12-05 14:50:49+00:00,Invierno,Otros
Barry Manilow,3alW3LYQS8K29z8C8NSLIX,"['adult standards', 'mellow gold', 'soft rock', 'yacht rock']",2023-12-05 14:50:54+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2023-12-05 14:50:59+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2023-12-05 14:51:12+00:00,Invierno,Otros
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"['disco', 'mellow gold', 'soft rock']",2023-12-05 14:51:23+00:00,Invierno,EDM & Disco
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"['disco', 'mellow gold', 'soft rock']",2023-12-05 14:51:39+00:00,Invierno,EDM & Disco
The Jackson 5,2iE18Oxc8YSumAU232n4rW,"['motown', 'soul']",2023-12-05 14:51:45+00:00,Invierno,"Jazz, Soul & Blues"
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",2023-12-05 14:51:50+00:00,Invierno,Rock & Indie
John Travolta,4hKkEHkaqCsyxNxXEsszVH,['hollywood'],2023-12-05 14:51:53+00:00,Invierno,Otros
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']",2023-12-05 14:51:53+00:00,Invierno,EDM & Disco
Boney M.,54R6Y0I7jGUCveDTtI21nb,['europop'],2023-12-05 14:52:00+00:00,Invierno,Otros
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,"['disco', 'funk', 'jazz funk', 'motown', 'soul']",2023-12-05 14:52:04+00:00,Invierno,"Jazz, Soul & Blues"
The Emotions,64CuUOOirKmdAYLQSfaOyr,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",2023-12-05 14:52:04+00:00,Invierno,"Jazz, Soul & Blues"
Village People,0dCKce6tJJdHvlWnDMwzPW,"['disco', 'new wave pop', 'soft rock']",2023-12-05 14:52:20+00:00,Invierno,EDM & Disco
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"['disco', 'mellow gold', 'soft rock']",2023-12-05 14:52:26+00:00,Invierno,EDM & Disco
Carl Douglas,5Pqx4mXYDGIDcg8E5FYjZ8,['NA'],2023-12-05 14:52:52+00:00,Invierno,Otros
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:33:34+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:33:57+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:34:08+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:34:18+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:34:32+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:34:42+00:00,Invierno,"Jazz, Soul & Blues"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",2023-12-15 12:34:59+00:00,Invierno,"Jazz, Soul & Blues"
Bing Cole,5tV1xlqj0SAU94BJHZD2Fi,['NA'],2023-12-15 12:35:09+00:00,Invierno,Otros
Classic Christmas Songs,7jubYfn6hmSUYILLWGj5Lg,['NA'],2023-12-15 12:35:09+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2023-12-15 12:35:42+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2023-12-15 12:36:00+00:00,Invierno,Otros
Jose Manuel El Mani,23HVDJq46GOXpMgWH3C2oL,['NA'],2024-01-12 18:28:52+00:00,Invierno,Otros
Thomas Newman,1csBgT42N4pPPs1HJhxXIK,"['orchestral soundtrack', 'soundtrack']",2024-02-06 09:01:14+00:00,Invierno,Otros
Thomas Newman,1csBgT42N4pPPs1HJhxXIK,"['orchestral soundtrack', 'soundtrack']",2024-02-07 09:15:30+00:00,Invierno,Otros
Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,"['orchestral soundtrack', 'soundtrack']",2024-03-13 12:15:16+00:00,Primavera,Otros
Keane,53A0W3U0s8diEn9RhXQhVz,"['neo mellow', 'piano rock', 'pop rock']",2024-03-30 13:41:12+00:00,Primavera,Rock & Indie
Djo,5p9HO3XC5P3BLxJs5Mtrhm,"['pov: indie', 'psychedelic pop']",2024-03-30 13:41:30+00:00,Primavera,Otros
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",2024-03-30 13:45:34+00:00,Primavera,Pop
New West,69bG9tC62d8oTFC9aTTosn,['toronto indie'],2024-03-30 13:45:44+00:00,Primavera,Otros
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop', 'pov: indie']",2024-03-30 13:45:53+00:00,Primavera,Pop
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",2024-03-30 13:46:41+00:00,Primavera,Pop
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2024-03-30 13:47:37+00:00,Primavera,Otros
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2024-03-30 13:47:44+00:00,Primavera,Otros
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],2024-03-30 13:48:14+00:00,Primavera,Pop
Barry Manilow,3alW3LYQS8K29z8C8NSLIX,"['adult standards', 'mellow gold', 'soft rock', 'yacht rock']",2024-03-30 13:48:50+00:00,Primavera,Otros
Sade,47zz7sob9NUcODy0BTDvKx,"['british soul', 'sophisti-pop']",2024-03-30 13:48:54+00:00,Primavera,Otros
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",2024-03-30 13:48:58+00:00,Primavera,Rock & Indie
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"['disco', 'mellow gold', 'soft rock']",2024-03-30 13:49:00+00:00,Primavera,EDM & Disco
Kiki Dee,4vjGlQWexbru6aOUCLTVir,['classic uk pop'],2024-03-30 13:49:04+00:00,Primavera,Otros
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-03-30 13:49:04+00:00,Primavera,Rock & Indie
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2024-03-30 13:49:07+00:00,Primavera,Rock & Indie
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2024-03-30 13:49:29+00:00,Primavera,Otros
Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,"['lilith', 'pop rock']",2024-06-27 12:47:46+00:00,Verano,Otros
The La's,47Z8LEl3LnQkcpva0xSthT,['britpop'],2024-06-27 12:47:51+00:00,Verano,Otros
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,"['new romantic', 'new wave', 'new wave pop']",2024-06-27 12:49:00+00:00,Verano,Otros
Weezer,3jOstUTkEu2JkjvRdBA5Gu,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2024-06-27 12:49:13+00:00,Verano,Rock & Indie
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-06-27 12:49:27+00:00,Verano,Rock & Indie
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-06-27 12:50:19+00:00,Verano,Rock & Indie
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,['latin pop'],2024-07-28 11:55:51+00:00,Verano,Pop
George Michael,19ra5tSw0tWufvUp8GotLo,"['new wave pop', 'soft rock']",2024-07-28 11:56:41+00:00,Verano,Otros
Andrea Bocelli,3EA9hVIzKfFiQI0Kikz2wo,"['classical tenor', 'italian tenor', 'operatic pop']",2024-07-28 11:57:08+00:00,Verano,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2024-08-03 17:29:46+00:00,Verano,Otros
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['rock drums', 'soft rock']",2024-08-03 17:30:18+00:00,Verano,Otros
Madonna,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",2024-08-03 17:31:12+00:00,Verano,Pop
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['rock drums', 'soft rock']",2024-08-05 15:50:01+00:00,Verano,Otros
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-08-05 16:00:49+00:00,Verano,Rock & Indie
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",2024-08-05 16:01:06+00:00,Verano,"Jazz, Soul & Blues"
The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,"['classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",2024-08-05 16:01:46+00:00,Verano,Rock & Indie
Billie The Vision & The Dancers,5Gpi2vZtZtUPrMnlBDdpre,['swedish indie pop'],2024-08-05 17:54:55+00:00,Verano,EDM & Disco
Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,['yacht rock'],2024-08-06 08:35:26+00:00,Verano,Otros
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",2024-08-06 08:35:54+00:00,Verano,Rock & Indie
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-08-06 08:35:56+00:00,Verano,Rock & Indie
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-08-06 08:36:00+00:00,Verano,Rock & Indie
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-08-06 08:37:11+00:00,Verano,Rock & Indie
Joe Strummer,2A09V0kHlETOFfT8Hz8oba,['solo wave'],2024-08-12 12:57:10+00:00,Verano,Otros
The Mescaleros,6JCvjM8Q5vlsFLpF7H8Vs2,['NA'],2024-08-12 12:57:10+00:00,Verano,Otros
Regina Do Santos,25OyJgaxK33DuUfi0NwwQW,['NA'],2024-08-12 12:57:13+00:00,Verano,Otros
Dalida,04aQfpx1U1WQEJkrvGs4ig,['chanson'],2024-08-12 12:57:15+00:00,Verano,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2024-08-12 12:57:34+00:00,Verano,Otros
Nancy Sinatra,3IZrrNonYELubLPJmqOci2,"['lounge', 'sunshine pop']",2024-08-12 12:57:34+00:00,Verano,Otros
